timeframe,dataset_id,bar_id,session_date,start_timestamp,end_timestamp,completion,actual_duration_minutes,open,high,low,close,volume,source_bar_count
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,78a6dc2c434561ab1cb44fab46ed5353bcfbd18564767252f5ef8aa7de552cd8,2024-07-02,2024-07-02T14:55:00+00:00,2024-07-02T15:00:00+00:00,completed,5,504.85,504.9,504.82,504.87,1485,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,79510a8cd81d5cce15f062ff63ed192554dc15b2e0e6bd699735e4148c9ec41c,2024-07-02,2024-07-02T15:00:00+00:00,2024-07-02T15:05:00+00:00,completed,5,504.86,504.91,504.83,504.88,1486,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,d42b81a39dd29a7a7a1d7a0acf2dde3ad02595b94939428aed8ae75fe4bdd941,2024-07-02,2024-07-02T15:05:00+00:00,2024-07-02T15:10:00+00:00,completed,5,504.87,504.92,504.84,504.89,1487,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,fa4d5499fcea5e9755ad66fe11f88e0a60af04800396ae64c88caa4ec78e3b95,2024-07-02,2024-07-02T15:10:00+00:00,2024-07-02T15:15:00+00:00,completed,5,504.88,504.93,504.85,504.9,1488,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,4c8313e7b18a6df2a054c17ead8ef95108fb0bf9e88f61d039fe4ff69e1bd575,2024-07-02,2024-07-02T15:15:00+00:00,2024-07-02T15:20:00+00:00,completed,5,504.89,504.94,504.86,504.91,1489,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,8c8add255309ebe0e713f3e0b8fe69bfe8d67580786a4723cafc23a1145a8c5d,2024-07-02,2024-07-02T15:20:00+00:00,2024-07-02T15:25:00+00:00,completed,5,504.9,504.95,504.87,504.92,1490,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,7b83ffda87b2262f3235eb6d9b968303a2ccfa0f6c03a06922fdcae3ae619fb3,2024-07-02,2024-07-02T15:25:00+00:00,2024-07-02T15:30:00+00:00,completed,5,504.91,504.96,504.88,504.93,1491,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,2c9a0ee938fcba27c9315638f23e7474cdc5652fdcb217042680172a5f8ccc2f,2024-07-02,2024-07-02T15:30:00+00:00,2024-07-02T15:35:00+00:00,completed,5,504.92,504.97,504.89,504.94,1492,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,b65b9e480255e300dc26a97f0501757b5b529cd7348d7273f8d8dedaf026e61d,2024-07-02,2024-07-02T15:35:00+00:00,2024-07-02T15:40:00+00:00,completed,5,504.93,504.98,504.9,504.95,1493,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,10b3f843da569f678a598e84b19bcccb049bdf97eca00bb32e21e48b54f25ec4,2024-07-02,2024-07-02T15:40:00+00:00,2024-07-02T15:45:00+00:00,completed,5,504.94,504.99,504.91,504.96,1494,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,3c01be684cedb4885af0d98c991922c8e652bb10f0f9b5658aed965d4bbadd8c,2024-07-02,2024-07-02T15:45:00+00:00,2024-07-02T15:50:00+00:00,completed,5,504.95,505,504.92,504.97,1495,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,d912cb86b4fcdcd78219cf1b0746c284892d01e4864e451e5972dc0aa6b0f2bc,2024-07-02,2024-07-02T15:50:00+00:00,2024-07-02T15:55:00+00:00,completed,5,504.96,505.01,504.93,504.98,1496,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,0c4f97a7331f2c82625e1f0f555111fe86af4c09f35d097a99f971f16c8dcbfb,2024-07-02,2024-07-02T15:55:00+00:00,2024-07-02T16:00:00+00:00,completed,5,504.97,505.02,504.94,504.99,1497,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,c6cb0150bccf218cb5a5d9123c48393988ab0f16954cf88d717206b153f12a29,2024-07-02,2024-07-02T16:00:00+00:00,2024-07-02T16:05:00+00:00,completed,5,504.98,505.03,504.95,505,1498,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,37fe20b2661353c90502ee464a1ea344a5796e162fb320417a096650f26d0430,2024-07-02,2024-07-02T16:05:00+00:00,2024-07-02T16:10:00+00:00,completed,5,504.99,505.04,504.96,505.01,1499,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,e75c91e0215394b01cb14aec8acbd5376d641de6e3a4f028dfb20e796cc60223,2024-07-02,2024-07-02T16:10:00+00:00,2024-07-02T16:15:00+00:00,completed,5,505,505.05,504.97,505.02,1500,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,43cb552a9f5362f9bb638f877a81ffcedc1913f70add3a315c977e790b4a447a,2024-07-02,2024-07-02T16:15:00+00:00,2024-07-02T16:20:00+00:00,completed,5,505.01,505.06,504.98,505.03,1501,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,49cab3c73f0d01366d44c60a0ec4033ad5561cedcf6ee45819a10a5b08b4a609,2024-07-02,2024-07-02T16:20:00+00:00,2024-07-02T16:25:00+00:00,completed,5,505.02,505.07,504.99,505.04,1502,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,d8f247c86dd54e84ddca7f5f045f5cc6c0d70c3ec7f382f640cf53f637b6e798,2024-07-02,2024-07-02T16:25:00+00:00,2024-07-02T16:30:00+00:00,completed,5,505.03,505.08,505,505.05,1503,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,0767da219dd04db4249d0e2abe6cc856cc452e6551d25393138172d0cc720834,2024-07-02,2024-07-02T16:30:00+00:00,2024-07-02T16:35:00+00:00,completed,5,505.04,505.09,505.01,505.06,1504,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,69003e822f187de5cc55d4a89a94a70b2a15bd6a67c38014be93978d5518bafd,2024-07-02,2024-07-02T16:35:00+00:00,2024-07-02T16:40:00+00:00,completed,5,505.05,505.1,505.02,505.07,1505,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,87ea8d50e5e73d13855c70ffaca7fa4e7067d96a602c462b067371e74e9df497,2024-07-02,2024-07-02T16:40:00+00:00,2024-07-02T16:45:00+00:00,completed,5,505.06,505.11,505.03,505.08,1506,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,45fe614bd335d0a10eb18fa3c4e331ecee76a229cf041dec9c917c7e3340ebfa,2024-07-02,2024-07-02T16:45:00+00:00,2024-07-02T16:50:00+00:00,completed,5,505.07,505.12,505.04,505.09,1507,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,98cc4e49348af9c071e1c5a49b9f8ea0e37f40b5119b900cdab7deb68dfecf90,2024-07-02,2024-07-02T16:50:00+00:00,2024-07-02T16:55:00+00:00,completed,5,505.08,505.13,505.05,505.1,1508,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,42d37314aa88a217dda741be25bac3575a59921b10bcb1403f36cc273bbf3942,2024-07-02,2024-07-02T16:55:00+00:00,2024-07-02T17:00:00+00:00,completed,5,505.09,505.14,505.06,505.11,1509,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,38547d4ec70a1b9aae9c9791ef0d5127279edcb351561b8b67e5f864c62887f1,2024-07-02,2024-07-02T17:00:00+00:00,2024-07-02T17:05:00+00:00,completed,5,505.1,505.15,505.07,505.12,1510,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,d43de260db9ba7cfa74c0e3a19ad00e18be10b0110b313072b54bbaa860471d1,2024-07-02,2024-07-02T17:05:00+00:00,2024-07-02T17:10:00+00:00,completed,5,505.11,505.16,505.08,505.13,1511,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,40544206c583650337e03614baab909f668e02ab15bc20546fb13e46b4efd2e0,2024-07-02,2024-07-02T17:10:00+00:00,2024-07-02T17:15:00+00:00,completed,5,505.12,505.17,505.09,505.14,1512,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,143a2bb4814fd2fbfafc6451df97409126631ddd18dff70247c2cca1b752ec72,2024-07-02,2024-07-02T17:15:00+00:00,2024-07-02T17:20:00+00:00,completed,5,505.13,505.18,505.1,505.15,1513,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,fc5ffd5a413d17cfdf978eccdd88fed7b86d488f4701133d3588cd8a2633e674,2024-07-02,2024-07-02T17:20:00+00:00,2024-07-02T17:25:00+00:00,completed,5,505.14,505.19,505.11,505.16,1514,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,7dc5999e5f1aef032456d3c06fc896b5ac040ad334418f655a9ab334bf2e41ec,2024-07-02,2024-07-02T17:25:00+00:00,2024-07-02T17:30:00+00:00,completed,5,505.15,505.2,505.12,505.17,1515,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,03db43ae677ac3a0f581e4ad1ca48fd076ac4082ac887cdfcadc4ffe92ca2d1e,2024-07-02,2024-07-02T17:30:00+00:00,2024-07-02T17:35:00+00:00,completed,5,505.16,505.21,505.13,505.18,1516,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,b1e36e22bfe7640788a349d05210e6fc10c8b515020cd731a3cb9d70e0d2d727,2024-07-02,2024-07-02T17:35:00+00:00,2024-07-02T17:40:00+00:00,completed,5,505.17,505.22,505.14,505.19,1517,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,d6755ba3e333d3211813b7550a0cf440dc15930b03833180e495c39d5d3d53b4,2024-07-02,2024-07-02T17:40:00+00:00,2024-07-02T17:45:00+00:00,completed,5,505.18,505.23,505.15,505.2,1518,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,a413b39a282af02c3018bdd7f08b06a958e854f9b72b83ab17c5cbdf8f397ed9,2024-07-02,2024-07-02T17:45:00+00:00,2024-07-02T17:50:00+00:00,completed,5,505.19,505.24,505.16,505.21,1519,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,152a3d60e55e2e7b8a1d58f2e295e98ce4e60dc2c1083517d6b0c7f00cbbd1c8,2024-07-02,2024-07-02T17:50:00+00:00,2024-07-02T17:55:00+00:00,completed,5,505.2,505.25,505.17,505.22,1520,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,d2355fd627329f5484b8472b9888c50456fd1e2993889d59a2e7726bcf45bbe9,2024-07-02,2024-07-02T17:55:00+00:00,2024-07-02T18:00:00+00:00,completed,5,505.21,505.26,505.18,505.23,1521,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,9852049e21aa61c5e0ba86ee84f7a6c43318ea2b8f0301c2877b41f08d977f21,2024-07-02,2024-07-02T18:00:00+00:00,2024-07-02T18:05:00+00:00,completed,5,505.22,505.27,505.19,505.24,1522,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,1ede50b8efd1fdfa5ed542d1fd96714fc1798fb9af67f13543e30f414a8653a6,2024-07-02,2024-07-02T18:05:00+00:00,2024-07-02T18:10:00+00:00,completed,5,505.23,505.28,505.2,505.25,1523,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,f9a7820240a0ec2f1a86eb407dc72df29ed120f2732545e821da05a20733999d,2024-07-02,2024-07-02T18:10:00+00:00,2024-07-02T18:15:00+00:00,completed,5,505.24,505.29,505.21,505.26,1524,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,f2d827c500bf924ebfcd9a60406edb951b21fb39c15a9fe016ab3430588a495d,2024-07-02,2024-07-02T18:15:00+00:00,2024-07-02T18:20:00+00:00,completed,5,505.25,505.3,505.22,505.27,1525,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,9ab9aab9b974e29cfd79a6458e8d222c3dc5bdaa25a516014b6f3c25f76d7f01,2024-07-02,2024-07-02T18:20:00+00:00,2024-07-02T18:25:00+00:00,completed,5,505.26,505.31,505.23,505.28,1526,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,38411d59d640983976561cf90ad5d21c753bd6c4304128a95883fafca8d4e0f6,2024-07-02,2024-07-02T18:25:00+00:00,2024-07-02T18:30:00+00:00,completed,5,505.27,505.32,505.24,505.29,1527,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,08f1962fb6d6eec166fd97ce194cd5f9a869adf3a5e2c03f43606a74cf3f57d3,2024-07-02,2024-07-02T18:30:00+00:00,2024-07-02T18:35:00+00:00,completed,5,505.28,505.33,505.25,505.3,1528,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,394653e78b70de1d06214daefaa9cc49a389845759597ca028c6233dc6affca7,2024-07-02,2024-07-02T18:35:00+00:00,2024-07-02T18:40:00+00:00,completed,5,505.29,505.34,505.26,505.31,1529,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,dc8d1ae61735628e247c1ddde4b645b5d3956679664ba56e35b9a67f589e5d57,2024-07-02,2024-07-02T18:40:00+00:00,2024-07-02T18:45:00+00:00,completed,5,505.3,505.35,505.27,505.32,1530,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,40e7c39af01bf2937766746559e204e5824a76c0934598d13e3f8d593e9c3f17,2024-07-02,2024-07-02T18:45:00+00:00,2024-07-02T18:50:00+00:00,completed,5,505.31,505.36,505.28,505.33,1531,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,e74f2c6f2f658ee7d0bf306654b0ca9079db84eca6f3b1cdf48ad73c2b7b3d01,2024-07-02,2024-07-02T18:50:00+00:00,2024-07-02T18:55:00+00:00,completed,5,505.32,505.37,505.29,505.34,1532,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,c2b59c4ad034b70647c22d17aa0e527e2ddd579ceedca28c9c229f50eab6156a,2024-07-02,2024-07-02T18:55:00+00:00,2024-07-02T19:00:00+00:00,completed,5,505.33,505.38,505.3,505.35,1533,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,9a7fb92ed06387a46af603f396bb8ce5097e5babc2f3de830ae0f9df954f56d2,2024-07-02,2024-07-02T19:00:00+00:00,2024-07-02T19:05:00+00:00,completed,5,505.34,505.39,505.31,505.36,1534,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,98f912bae093a233d2b9335d032787077f1b34500d20b475c44c998e624acd01,2024-07-02,2024-07-02T19:05:00+00:00,2024-07-02T19:10:00+00:00,completed,5,505.35,505.4,505.32,505.37,1535,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,f7d5c3946c7fe9f648c42fd30ebe9d3717c1a5ea09c2d9741c6ab24cd3325b0f,2024-07-02,2024-07-02T19:10:00+00:00,2024-07-02T19:15:00+00:00,completed,5,505.36,505.41,505.33,505.38,1536,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,5bdc779546cea7fc88f953e28e40d32763ac87391abcf8ba3eab37b59f8b541c,2024-07-02,2024-07-02T19:15:00+00:00,2024-07-02T19:20:00+00:00,completed,5,505.37,505.42,505.34,505.39,1537,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,153dfb844ac93952ee13408621755b699d6275f45459fc90a24f18c67611e1fd,2024-07-02,2024-07-02T19:20:00+00:00,2024-07-02T19:25:00+00:00,completed,5,505.38,505.43,505.35,505.4,1538,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,74b0a5e72d5a1d49972b5163a1a43bc472e622b6f153452fe5c6e547b855e499,2024-07-02,2024-07-02T19:25:00+00:00,2024-07-02T19:30:00+00:00,completed,5,505.39,505.44,505.36,505.41,1539,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,d3b40b797361e66e285c20ab70d2d18b46c83cf732504fe1a69779b4a68897c4,2024-07-02,2024-07-02T19:30:00+00:00,2024-07-02T19:35:00+00:00,completed,5,505.4,505.45,505.37,505.42,1540,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,7bc8f9426ed33f80005bd72bf7df391556a0d8a4b9c898c364cf2d5f878be1b9,2024-07-02,2024-07-02T19:35:00+00:00,2024-07-02T19:40:00+00:00,completed,5,505.41,505.46,505.38,505.43,1541,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,8d6a9144a07e8bd4e55bbdc2485838d0d474a43a662229e456eab0f69e23954c,2024-07-02,2024-07-02T19:40:00+00:00,2024-07-02T19:45:00+00:00,completed,5,505.42,505.47,505.39,505.44,1542,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,95f8b7a8de17d4b83db8b7db8d0fc86773ba19fdd61636a61d3f05e3f8e7da1a,2024-07-02,2024-07-02T19:45:00+00:00,2024-07-02T19:50:00+00:00,completed,5,505.43,505.48,505.4,505.45,1543,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,88b9ebf4966e017c0bef47069450f4df86ca52951ff0af498b4c9a18ad917cb9,2024-07-02,2024-07-02T19:50:00+00:00,2024-07-02T19:55:00+00:00,completed,5,505.44,505.49,505.41,505.46,1544,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,63c86a34ae28bd5e836b9db8c95d3a9eaf36db5a16432b1cf75a8d2adfb7a36d,2024-07-02,2024-07-02T19:55:00+00:00,2024-07-02T20:00:00+00:00,completed,5,505.45,505.5,505.42,505.47,1545,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,8dbe562abb1d1a3ff4127901bb5d143dfc1369e96afec73dd6b57a66222f6ef6,2024-07-03,2024-07-03T13:30:00+00:00,2024-07-03T13:35:00+00:00,completed,5,505.46,505.51,505.43,505.48,1546,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,02ff1d4e9b297c0254fbd3830e45ae93ebb4c37cc635976464d7cafd91c00f9f,2024-07-03,2024-07-03T13:35:00+00:00,2024-07-03T13:40:00+00:00,completed,5,505.47,505.52,505.44,505.49,1547,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,220609298075e223e4a345c14f49f0c7c3f8979283c9f5d1cca720c994f60837,2024-07-03,2024-07-03T13:40:00+00:00,2024-07-03T13:45:00+00:00,completed,5,505.48,505.53,505.45,505.5,1548,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,b42bec9b00b770ae667cd6a55ed1462e92d444a8b2779748a474cfc5c624cd53,2024-07-03,2024-07-03T13:45:00+00:00,2024-07-03T13:50:00+00:00,completed,5,505.49,505.54,505.46,505.51,1549,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,d9020a1d71e2077e0b2b84a16727fd60fa178e400d0b2d45aa8a5353c1bb2db1,2024-07-03,2024-07-03T13:50:00+00:00,2024-07-03T13:55:00+00:00,completed,5,505.5,505.55,505.47,505.52,1550,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,73e2a2fcca3a09c98b59859b4c11b16e5dc2516938e4d2ed251fad5dec430e74,2024-07-03,2024-07-03T13:55:00+00:00,2024-07-03T14:00:00+00:00,completed,5,505.51,505.56,505.48,505.53,1551,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,92d3fb46f0665170c3809d4da77d9d1da23e985ba74c3ca9db1a33bff430e80f,2024-07-03,2024-07-03T14:00:00+00:00,2024-07-03T14:05:00+00:00,completed,5,505.52,505.57,505.49,505.54,1552,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,10c95a5d4ac41aa5b6d453a6fbf2d43b0e94db1bde6bb4833fa8982d0b469dc0,2024-07-03,2024-07-03T14:05:00+00:00,2024-07-03T14:10:00+00:00,completed,5,505.53,505.58,505.5,505.55,1553,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,5a9a68d07449d64fb1955877d08fcd5e2e64464bdd8595f7994dfe66e15518fc,2024-07-03,2024-07-03T14:10:00+00:00,2024-07-03T14:15:00+00:00,completed,5,505.54,505.59,505.51,505.56,1554,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,fa9e447f52c863d76c662a54beac652ec41a1d85d4282a1adbea205b9edd2a4d,2024-07-03,2024-07-03T14:15:00+00:00,2024-07-03T14:20:00+00:00,completed,5,505.55,505.6,505.52,505.57,1555,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,4976a89d8996326be9e4d03a2b3a6ab346bdc4b0455a7ee89b6af525efc6d47f,2024-07-03,2024-07-03T14:20:00+00:00,2024-07-03T14:25:00+00:00,completed,5,505.56,505.61,505.53,505.58,1556,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,d141295ac77d924bed78a193f162c06fca3847c4c021087a7cc20baabd222fb2,2024-07-03,2024-07-03T14:25:00+00:00,2024-07-03T14:30:00+00:00,completed,5,505.57,505.62,505.54,505.59,1557,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,17d421c4c854aad8bf1e61c9dedd60d3e3b8076b29ec57ae2e80c7a2d2b0de1c,2024-07-03,2024-07-03T14:30:00+00:00,2024-07-03T14:35:00+00:00,completed,5,505.58,505.63,505.55,505.6,1558,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,a08ea02b81cedb8701b44998a2072668e7f149a552e26ce9cb2b0070d780e34d,2024-07-03,2024-07-03T14:35:00+00:00,2024-07-03T14:40:00+00:00,completed,5,505.59,505.64,505.56,505.61,1559,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,69fd9e98ae2418061be4472a931e94749a02edb9aff568469147a58cebcc0361,2024-07-03,2024-07-03T14:40:00+00:00,2024-07-03T14:45:00+00:00,completed,5,505.6,505.65,505.57,505.62,1560,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,2208908c9d5808d4ab2ef250fb7492cb7d384babaf38b364949877273eabb11f,2024-07-03,2024-07-03T14:45:00+00:00,2024-07-03T14:50:00+00:00,completed,5,505.61,505.66,505.58,505.63,1561,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,b094c51eb9ce2e27bca140bc84167cd4caa895ff363b01f71be7d2bc9a36c7fb,2024-07-03,2024-07-03T14:50:00+00:00,2024-07-03T14:55:00+00:00,completed,5,505.62,505.67,505.59,505.64,1562,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,0ec272a37eca8bf0b40b2d0daa86bfdcb9fee8d7bb1e63dbb49f64b6f9b94498,2024-07-03,2024-07-03T14:55:00+00:00,2024-07-03T15:00:00+00:00,completed,5,505.63,505.68,505.6,505.65,1563,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,99ad063e40394457ae98cccb2165f7bce544bf149bb8a72db4de5cb8fb6c1392,2024-07-03,2024-07-03T15:00:00+00:00,2024-07-03T15:05:00+00:00,completed,5,505.64,505.69,505.61,505.66,1564,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,9c6df25d5ed608b7dd8b76a8e1ec21b1cc68bdf9442179d8a8aadd033f265b5f,2024-07-03,2024-07-03T15:05:00+00:00,2024-07-03T15:10:00+00:00,completed,5,505.65,505.7,505.62,505.67,1565,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,797ea29973d03725c7b0612f8f70825800292bc92ac2e75174e774f67bada0f6,2024-07-03,2024-07-03T15:10:00+00:00,2024-07-03T15:15:00+00:00,completed,5,505.66,505.71,505.63,505.68,1566,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,444b08fb6a41fd1882eda26a89918478517132aff9a96726e0d97b174675ff6c,2024-07-03,2024-07-03T15:15:00+00:00,2024-07-03T15:20:00+00:00,completed,5,505.67,505.72,505.64,505.69,1567,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,11387c6e2a1865dac04924e1960b285d0de36be1be7b38d34aa155952a63f07c,2024-07-03,2024-07-03T15:20:00+00:00,2024-07-03T15:25:00+00:00,completed,5,505.68,505.73,505.65,505.7,1568,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,29a2343912c09560dc034fa5572834969b5324224a2f3498703bcbabe8adf3e1,2024-07-03,2024-07-03T15:25:00+00:00,2024-07-03T15:30:00+00:00,completed,5,505.69,505.74,505.66,505.71,1569,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,1975a4a6ff072508d816e71b50be88df1a1285124576f039fad8680959859862,2024-07-03,2024-07-03T15:30:00+00:00,2024-07-03T15:35:00+00:00,completed,5,505.7,505.75,505.67,505.72,1570,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,c6ed207222f653f24efd2326704c8344ed2bf530e8e4f5ce90639fc8f6e426ac,2024-07-03,2024-07-03T15:35:00+00:00,2024-07-03T15:40:00+00:00,completed,5,505.71,505.76,505.68,505.73,1571,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,dc7a1bd40580cf1fa48ca42353f1e422ba789922ab22a8a47ec0e3aa14e48b24,2024-07-03,2024-07-03T15:40:00+00:00,2024-07-03T15:45:00+00:00,completed,5,505.72,505.77,505.69,505.74,1572,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,97c5108f69d17b60bb8afab7ac232920094fe00c68e739dca6ce0861ebf3cc08,2024-07-03,2024-07-03T15:45:00+00:00,2024-07-03T15:50:00+00:00,completed,5,505.73,505.78,505.7,505.75,1573,1
